lastName,firstName,positionCode,shootsCatches,heightInInches,weightInPounds,lastAmateurClub,lastAmateurLeague,birthDate,birthCity,birthStateProvince,birthCountry,midtermRank,finalRank,meta_datetime
Loshing,Yoan,LW,L,69,172,SHAWINIGAN,QMJHL,2004-02-29,Longueuil,QC,CAN,184,128,2025-02-23T15:00:46.012533
Godbout,Dylan,LW,L,71,194,OHIO STATE,BIG10,2004-05-05,Woodbury,MN,USA,149,129,2025-02-23T15:00:46.012533
Sobieski,Kazimier,D,R,72,184,YOUNGSTOWN,USHL,2004-04-12,Greenfield,MA,USA,135,130,2025-02-23T15:00:46.012533
Callow,Michael,RW,R,76,195,St. Sebastian's School,HIGH-MA,2004-01-15,Boston,MA,USA,162,131,2025-02-23T15:00:46.012533
Pionk,Aaron,D,L,73,173,Waterloo,USHL,2003-01-16,Hermantown,MN,USA,172,132,2025-02-23T15:00:46.012533
Newcombe,Jacob,LW,L,72,212,CAPE BRETON,QMJHL,2004-04-27,Halifax,NS,CAN,130,133,2025-02-23T15:00:46.012533
Lavoie,Zakary,RW,R,70,193,BLAINVILLE-BOISBRIAND,QMJHL,2004-03-13,Orleans,ON,CAN,124,134,2025-02-23T15:00:46.012533
Harvey,Jack,C,L,70,175,Chicago,USHL,2003-03-31,Des Moines,IA,USA,,135,2025-02-23T15:00:46.012533
Harris,Sam,LW,L,71,180,Sioux Falls,USHL,2003-10-14,Carlsbad,CA,USA,181,136,2025-02-23T15:00:46.012533
Ward,Mathew,C,L,68,165,MEDICINE HAT,WHL,2004-01-24,Kamloops,BC,CAN,144,137,2025-02-23T15:00:46.012533
Berard,Brady,C,L,72,192,BOSTON COLLEGE,H-EAST,2004-02-26,Providence,RI,USA,111,138,2025-02-23T15:00:46.012533
Mayer,Samuel,D,L,74,200,,,2003-04-15,L'Original,ON,CAN,120,139,2025-02-23T15:00:46.012533
Verreault,Antonin,LW,L,68,169,ROUYN-NORANDA,QMJHL,2004-07-28,Laval,QC,CAN,89,140,2025-02-23T15:00:46.012533
Gendron,Alexis,RW,L,69,175,Blainville-Boisbriand,QMJHL,2003-12-30,Olten,,CHE,169,141,2025-02-23T15:00:46.012533
Wright,Charlie,D,L,72,184,,,2003-10-22,Olds,AB,CAN,140,142,2025-02-23T15:00:46.012533
Bourosh,Daniil,RW,R,73,188,,,2004-04-15,Minsk,,BLR,126,143,2025-02-23T15:00:46.012533
Pierre,Nicholas,LW,L,68,164,MERRIMACK,H-EAST,2004-04-09,Woodbury,MN,USA,170,144,2025-02-23T15:00:46.012533
Wisdom,Zaccharya,RW,R,72,175,Cedar Rapids,USHL,2004-04-29,Toronto,ON,CAN,106,145,2025-02-23T15:00:46.012533
McGrath,Connor,C,L,71,154,FERRIS STATE,CCHA,2003-09-04,Saskatoon,SK,CAN,128,146,2025-02-23T15:00:46.012533
Tourigny,Miguel,D,R,68,168,Acadie-Bathurst,QMJHL,2002-02-09,Victoriaville,QC,CAN,178,147,2025-02-23T15:00:46.012533
Hardie,James,LW,L,72,183,,,2002-01-18,Barrie,ON,CAN,204,148,2025-02-23T15:00:46.012533
Gazizov,Ruslan,LW,L,70,182,,,2004-01-21,Omsk,,RUS,62,149,2025-02-23T15:00:46.012533
Hujer,Jakub,C,L,76,207,LIBEREC JR.,CZECHIA-JR.,2004-06-17,Jablonec nad Nisou,,CZE,56,150,2025-02-23T15:00:46.012533
Castle,Aidan,LW,L,72,202,,,2004-01-08,Toronto,ON,CAN,155,151,2025-02-23T15:00:46.012533
Stonehouse,Brady,LW,L,70,191,PETERBOROUGH,OHL,2004-08-06,London,ON,CAN,138,152,2025-02-23T15:00:46.012533
Collins,Nolan,D,R,75,215,Sudbury,OHL,2004-04-28,Whitby,ON,CAN,,153,2025-02-23T15:00:46.012533
Iasenza,Francesco,D,L,72,204,VICTORIAVILLE,QMJHL,2004-07-11,Montreal,QC,CAN,125,154,2025-02-23T15:00:46.012533
Gill,Dyllan,D,R,74,190,Rouyn-Noranda,QMJHL,2004-06-07,Moncton,NB,CAN,151,155,2025-02-23T15:00:46.012533
Graham,Max,LW,L,75,203,Kelowna,WHL,2004-05-21,Whitehorse,YT,CAN,168,156,2025-02-23T15:00:46.012533
Stefan,James,RW,R,72,180,BAKERSFIELD,AHL,2003-08-09,Atlanta,GA,USA,205,157,2025-02-23T15:00:46.012533
Jackson,Kyle,C,L,74,201,North Bay,OHL,2002-10-17,Ottawa,ON,CAN,182,158,2025-02-23T15:00:46.012533
Hejduk,Marek,RW,R,72,188,HARVARD,ECAC,2004-01-03,Littleton,CO,USA,110,159,2025-02-23T15:00:46.012533
Roy,Pier-Olivier,D,L,70,175,RIMOUSKI,QMJHL,2004-03-05,Adstock,QC,CAN,180,160,2025-02-23T15:00:46.012533
Halliday,Stephen,C,L,75,213,Dubuque,USHL,2002-07-02,Ajax,ON,CAN,108,161,2025-02-23T15:00:46.012533
Robertson,Tucker,C,R,70,187,Peterborough,OHL,2003-06-22,Toronto,ON,CAN,109,162,2025-02-23T15:00:46.012533
Bookman,Zach,D,R,70,175,MERRIMACK,H-EAST,2002-03-29,Syracuse,NY,USA,208,163,2025-02-23T15:00:46.012533
Muldowney,Joey,RW,R,69,157,Nichols School,HIGH-NY,2004-06-05,Lakeview,NY,USA,,164,2025-02-23T15:00:46.012533
Badger,Grayson,RW,R,72,186,ALBERNI VALLEY,BCHL,2004-05-09,Boston,MA,USA,114,165,2025-02-23T15:00:46.012533
Buzziol,Lucas,C,R,72,194,UNION,ECAC,2004-05-04,Oakville,ON,CAN,167,166,2025-02-23T15:00:46.012533
Buydens,Carson,C,R,73,180,PRINCETON,ECAC,2004-03-10,Portage La Prairie,MB,CAN,146,167,2025-02-23T15:00:46.012533
Mittelstadt,Luke,D,L,71,185,Minnesota,BIG10,2003-01-22,Eden Prairie,MN,USA,,168,2025-02-23T15:00:46.012533
Powell,Seamus,D,L,72,181,MERRIMACK,H-EAST,2004-04-26,Marcellus,NY,USA,166,169,2025-02-23T15:00:46.012533
Komarov,Vsevolod,D,R,76,193,Quebec,QMJHL,2004-01-11,Chelyabinsk,,RUS,104,170,2025-02-23T15:00:46.012533
Steele,Liam,D,R,76,216,CORNELL,ECAC,2004-04-21,Toronto,ON,CAN,83,171,2025-02-23T15:00:46.012533
Hughes,William,C,R,74,210,HARVARD,ECAC,2004-01-14,Boston,MA,USA,165,172,2025-02-23T15:00:46.012533
Guevin,Jacob,D,R,71,181,NEBRASKA-OMAHA,NCHC,2003-01-17,Drummondviille,QC,CAN,176,173,2025-02-23T15:00:46.012533
Cardona,Adam,D,R,74,190,ALASKA-FAIRBANKS,IND NCAA,2003-10-05,Montreal,QC,CAN,171,174,2025-02-23T15:00:46.012533
Dunbar,Tyler,D,L,72,197,COLORADO COLLEGE,NCHC,2003-12-18,Sault St. Marie,MI,USA,105,175,2025-02-23T15:00:46.012533
Dubinsky,Aiden,D,R,72,185,MINNESOTA-DULUTH,NCHC,2004-04-28,St. Louis,MO,USA,156,176,2025-02-23T15:00:46.012533
Alscher,Marek,D,L,75,196,Portland,WHL,2004-04-07,Slany,,CZE,177,177,2025-02-23T15:00:46.012533
O'Connell,Gavin,C,R,72,180,MICHIGAN STATE,BIG10,2004-02-19,Plymouth,MN,USA,143,178,2025-02-23T15:00:46.012533
Bryant,Gavin,C,L,70,188,PETERBOROUGH,OHL,2004-07-24,Ingersoll,ON,CAN,160,179,2025-02-23T15:00:46.012533
Roest,Austin,C,R,70,178,Everett,WHL,2004-01-22,Zurich,,CHE,186,180,2025-02-23T15:00:46.012533
Hodass,Bogdans,D,L,75,217,,,2003-04-13,Riga,,LVA,173,181,2025-02-23T15:00:46.012533
Blais,Alex,RW,R,72,168,,,2004-03-03,St-Colomban,QC,CAN,145,182,2025-02-23T15:00:46.012533
Cooke,Brice,LW,L,74,207,TORONTO PATRIOTS,OJHL,2004-03-23,Orangeville,ON,CAN,163,183,2025-02-23T15:00:46.012533
Berger,Micah,LW,L,70,186,YALE,ECAC,2004-06-29,Washington,DC,USA,,184,2025-02-23T15:00:46.012533
Bocharov,Pavel,D,R,72,188,GREEN BAY,USHL,2004-02-21,Escondido,CA,USA,157,185,2025-02-23T15:00:46.012533
Kmec,Jozef Viliam,D,R,74,206,PRINCE GEORGE,WHL,2004-01-02,Kosice,,SVK,92,186,2025-02-23T15:00:46.012533
Littler,Cade,C,R,75,210,Wenatchee,BCHL,2004-07-12,East Wenatchee,WA,USA,198,187,2025-02-23T15:00:46.012533
Bettahar,Rayan,D,L,74,200,BREMERHAVEN,GERMANY,2004-02-22,Nowy Targ,,POL,153,188,2025-02-23T15:00:46.012533
Anderson,Kent,D,R,74,200,DENVER,NCHC,2003-11-13,Calgary,AB,CAN,70,189,2025-02-23T15:00:46.012533
Morden,Matthew,D,L,76,197,St. Andrew's College,HIGH-ON,2004-07-29,Hamilton,ON,CAN,223,190,2025-02-23T15:00:46.012533
Wolfenberg,Nicholas,D,R,73,208,CORNELL,ECAC,2004-06-11,Calgary,AB,CAN,,191,2025-02-23T15:00:46.012533
Laubach,Reese,C,R,72,165,Northstar Christian U18,HIGH-MN,2003-11-20,San Jose,CA,USA,,192,2025-02-23T15:00:46.012533
Paisley,Ty,LW,L,74,187,,,2004-04-15,Steinbach,MB,CAN,,193,2025-02-23T15:00:46.012533
Bowman,Braeden,RW,R,73,200,,,2003-06-26,Kitchener,ON,CAN,217,194,2025-02-23T15:00:46.012533
Beland,Julien,LW,L,75,198,,,2003-07-24,Qu̩bec,QC,CAN,,195,2025-02-23T15:00:46.012533
Schwindt,Kai,LW,L,75,183,,,2003-12-17,Kitchener,ON,CAN,,196,2025-02-23T15:00:46.012533
Muranov,Maxim,LW,L,74,188,VANCOUVER,WHL,2004-06-02,Moscow,,RUS,141,197,2025-02-23T15:00:46.012533
Woodworth,Luke,C,R,69,164,,,2004-03-01,Bridgewater,NS,CAN,212,198,2025-02-23T15:00:46.012533
Burnside,Davis,RW,R,71,176,OHIO STATE,BIG10,2003-09-22,La Grange,IL,USA,,199,2025-02-23T15:00:46.012533
Fleming,Maddox,C,R,72,203,NOTRE DAME,BIG10,2004-02-13,Rochester,MN,USA,,200,2025-02-23T15:00:46.012533
Duke,Tyler,D,L,68,179,MICHIGAN,BIG10,2004-07-19,Strongsville,OH,USA,,201,2025-02-23T15:00:46.012533
Cote,Justin,LW,L,66,168,QUEBEC,QMJHL,2004-07-11,Salaberry-de-Valleyfield,QC,CAN,207,202,2025-02-23T15:00:46.012533
Kyrkostas,Jackson,C,R,70,167,WEST KELOWNA,BCHL,2004-08-19,Wellington,FL,USA,,203,2025-02-23T15:00:46.012533
Mathieu,Jacob,C,L,71,190,RIMOUSKI,QMJHL,2004-05-05,Levis,QC,CAN,215,204,2025-02-23T15:00:46.012533
Estapa,Mark,LW,L,73,181,MICHIGAN,BIG10,2002-01-13,St. Clair,MI,USA,,205,2025-02-23T15:00:46.012533
Ramsay,Duncan,D,L,76,201,VERMONT,H-EAST,2004-02-08,Halifax,NS,CAN,222,206,2025-02-23T15:00:46.012533
Alfano,Sam,RW,R,76,206,ERIE,OHL,2004-01-18,Hamilton,ON,CAN,190,207,2025-02-23T15:00:46.012533
Haskins,Tyler,LW,L,72,168,MINNESOTA STATE,CCHA,2003-07-07,Rochester,MN,USA,113,208,2025-02-23T15:00:46.012533
Kurth,Connor,RW,R,71,207,Dubuque,USHL,2003-07-30,Elk River,MN,USA,,209,2025-02-23T15:00:46.012533
Lies,Justin,RW,R,73,205,,,2003-11-24,Flin Flon,MB,CAN,175,210,2025-02-23T15:00:46.012533
Namestnikov,Max,LW,L,68,184,GUELPH,OHL,2004-02-06,Royal Oak,MI,USA,219,211,2025-02-23T15:00:46.012533
Feist,Layton,D,L,70,175,,,2004-01-26,Dawson Creek,BC,CAN,193,212,2025-02-23T15:00:46.012533
Schmitt,Brayden,D,R,70,182,CAPE BRETON,QMJHL,2004-03-18,Truro,NS,CAN,,213,2025-02-23T15:00:46.012533
Joyce,Nolan,D,R,73,194,BOSTON COLLEGE,H-EAST,2003-09-25,Needham,MA,USA,203,214,2025-02-23T15:00:46.012533
Sim,Landon,C,L,70,188,London,OHL,2004-07-17,New Glasgow,NS,CAN,213,215,2025-02-23T15:00:46.012533
Pohlkamp,Eric,D,R,70,201,Cedar Rapids,USHL,2004-03-23,Baxter,MN,USA,,216,2025-02-23T15:00:46.012533
Polshakov,Zakhar,C,L,70,186,KIROVO-CHEPETSK,RUSSIA-2,2003-09-18,Minsk,,BLR,96,217,2025-02-23T15:00:46.012533
Flamand,Nolan,C,L,70,189,BRANDON,WHL,2004-01-12,Saskatoon,SK,CAN,187,218,2025-02-23T15:00:46.012533
Slavin,Jeremiah,D,L,74,202,,,2004-08-12,Erie,CO,USA,194,219,2025-02-23T15:00:46.012533
Larsen,Kasper,D,L,78,218,HERLEV,DENMARK,2002-09-23,Rodovre,,DNK,,220,2025-02-23T15:00:46.012533
Steklov,Kirill,D,L,76,190,TORPEDO-GORKY NN,RUSSIA-2,2002-03-30,Tallinn,,EST,196,221,2025-02-23T15:00:46.012533
Mancini,Roberto,D,L,75,213,,,2003-07-08,Vaughan,ON,CAN,195,222,2025-02-23T15:00:46.012533
Carlisle,Caeden,D,L,73,192,SAULT STE. MARIE,OHL,2004-01-31,Mississauga,ON,CAN,,223,2025-02-23T15:00:46.012533
Kessler,Colin,LW,L,72,185,VERMONT,H-EAST,2004-06-07,Anchorage,AK,USA,161,224,2025-02-23T15:00:46.012533
Zlnka,Adam,RW,R,72,181,Sioux Falls,USHL,2004-02-28,Zvolen,,SVK,927,925,2025-02-23T15:00:46.012533
Uchacz,Kai,C,R,74,194,HENDERSON,AHL,2003-06-24,Calgary,AB,CAN,95,,2025-02-23T15:00:46.012533
Anderson,Kevin,C,L,71,174,PRINCETON,ECAC,2003-09-15,Regina,SK,CAN,119,,2025-02-23T15:00:46.012533
Gaidamak,Vsevolod,C,L,71,196,KRASNOYARSK,RUSSIA-2,2003-04-09,Khabarovsk,,RUS,121,,2025-02-23T15:00:46.012533
Smith,Colton,LW,L,75,209,LEAMINGTON,OJHL,2004-02-09,Hershey,PA,USA,129,,2025-02-23T15:00:46.012533
Gronick,Kyren,C,R,70,188,VERNON,BCHL,2004-02-27,Regina,SK,CAN,131,,2025-02-23T15:00:46.012533
Muir,Kaden,D,R,73,189,MERCYHURST,AH,2004-05-09,Manchester,NH,USA,133,,2025-02-23T15:00:46.012533
Rolofs,Stuart,LW,L,74,201,,,2003-03-28,Kitchener,ON,CAN,142,,2025-02-23T15:00:46.012533
Canonica,Lorenzo,C,L,71,193,LUGANO,SWISS,2003-09-03,Lugano,,CHE,147,,2025-02-23T15:00:46.012533
Lewis,Nathan,RW,R,78,209,OHIO STATE,BIG10,2004-07-27,Shorewood,IL,USA,150,,2025-02-23T15:00:46.012533
Ring,Nick,C,R,70,179,NEW HAMPSHIRE,H-EAST,2003-10-26,Hingham,MA,USA,174,,2025-02-23T15:00:46.012533
Savard,Tyler,LW,L,74,182,,,2003-04-06,Atlanta,GA,USA,183,,2025-02-23T15:00:46.012533
Crane,Brody,LW,L,70,190,,,2004-05-29,London,ON,CAN,188,,2025-02-23T15:00:46.012533
Singleton,Bowden,RW,L,67,160,CALGARY CANUCKS,AJHL,2004-05-15,Calgary,AB,CAN,192,,2025-02-23T15:00:46.012533
Penner,Spencer,D,R,71,165,,,2004-02-12,Blumenort,MB,CAN,197,,2025-02-23T15:00:46.012533
Ballard,Harrison,C,R,73,179,,,2004-04-16,Scottsdale,AZ,USA,199,,2025-02-23T15:00:46.012533
Murray,Parker,C,L,77,220,CORNELL,ECAC,2003-09-26,Manhattan Beach,CA,USA,201,,2025-02-23T15:00:46.012533
Devlin,Luke,C,L,75,193,St. Andrew's College,HIGH-ON,2004-03-12,Memphis,TN,USA,202,,2025-02-23T15:00:46.012533
Fry,Davis,C,L,75,190,MERCYHURST,AH,2003-08-04,Regina,SK,CAN,206,,2025-02-23T15:00:46.012533
Palmer,Jordin,D,L,72,179,,,2004-01-06,Manchester,NH,USA,209,,2025-02-23T15:00:46.012533
Abraham,Ryan,C,L,68,170,WINDSOR,OHL,2004-04-05,Troy,MI,USA,210,,2025-02-23T15:00:46.012533
Streule,Maximilian,D,L,72,182,FRIBOURG,SWISS,2003-10-28,Bulach,,CHE,214,,2025-02-23T15:00:46.012533
Strand,Hunter,C,L,71,185,NOTRE DAME,BIG10,2002-11-13,Anchorage,AK,USA,216,,2025-02-23T15:00:46.012533
Knox,Weston,D,L,71,170,WISCONSIN,BIG10,2004-04-06,Anoka,MN,USA,218,,2025-02-23T15:00:46.012533
Loftus,Finn,D,L,71,187,UMASS,H-EAST,2004-02-12,Coon Rapids,MN,USA,220,,2025-02-23T15:00:46.012533
Dann,Nolan,LW,L,69,184,,,2003-05-21,Cambridge,ON,CAN,224,,2025-02-23T15:00:46.012533
Slavicek,Simon,C,L,72,170,SLAVIA,CZECHIA-2,2004-02-02,Prague,,CZE,926,,2025-02-23T15:00:46.012533
Nugent-Hopkins,Ryan,C,L,72,171,Red Deer,WHL,1993-04-12,Burnaby,BC,CAN,3,1,2025-02-23T15:00:46.020538
Landeskog,Gabriel,LW,L,73,216,Kitchener,OHL,1992-11-23,Stockholm,,SWE,1,2,2025-02-23T15:00:46.020538
Huberdeau,Jonathan,C,L,73,171,Saint John,QMJHL,1993-06-04,Saint-Jerome,QC,CAN,4,3,2025-02-23T15:00:46.020538
Hamilton,Dougie,D,R,77,205,Niagara,OHL,1993-06-17,Toronto,ON,CAN,7,4,2025-02-23T15:00:46.020538
Beaulieu,Nathan,D,L,73,186,Saint John,QMJHL,1992-12-05,Strathroy,ON,CAN,9,5,2025-02-23T15:00:46.020538
Couturier,Sean,C,L,75,197,Drummondville,QMJHL,1992-12-07,Phoenix,AZ,USA,2,6,2025-02-23T15:00:46.020538
Baertschi,Sven,LW,L,70,183,Portland,WHL,1992-10-05,Bern,,CHE,6,7,2025-02-23T15:00:46.020538
Strome,Ryan,C,R,72,192,Niagara,OHL,1993-07-11,Mississauga,ON,CAN,19,8,2025-02-23T15:00:46.020538
Murphy,Ryan,D,R,71,183,Kitchener,OHL,1993-03-31,Aurora,ON,CAN,10,9,2025-02-23T15:00:46.020538
Siemens,Duncan,D,L,75,207,Saskatoon,WHL,1993-09-07,Edmonton,AB,CAN,14,10,2025-02-23T15:00:46.020538
Namestnikov,Vladislav,C,L,72,178,London,OHL,1992-11-22,Zhukovskiy,,RUS,17,11,2025-02-23T15:00:46.020538
Morrow,Joseph,D,L,73,207,Portland,WHL,1992-12-09,Edmonton,AB,CAN,16,12,2025-02-23T15:00:46.020538
Oleksiak,Jamieson,D,L,78,241,Northeastern U.,H-EAST,1992-12-21,Toronto,ON,CAN,27,13,2025-02-23T15:00:46.020538
McNeill,Mark,C,R,74,214,Prince Albert,WHL,1993-02-22,Langley,BC,CAN,22,14,2025-02-23T15:00:46.020538
Phillips,Zack,C,R,72,175,Saint John,QMJHL,1992-10-28,Fredericton,NB,CAN,12,15,2025-02-23T15:00:46.020538
Scheifele,Mark,C,R,74,184,Barrie,OHL,1993-03-15,Kitchener,ON,CAN,21,16,2025-02-23T15:00:46.020538
Rattie,Ty,RW,R,72,194,Portland,WHL,1993-02-05,Calgary,AB,CAN,11,17,2025-02-23T15:00:46.020538
Jenner,Boone,C,L,74,204,Oshawa,OHL,1993-06-15,Dorchester,ON,CAN,18,18,2025-02-23T15:00:46.020538
Saad,Brandon,LW,L,73,203,Saginaw,OHL,1992-10-27,Pittsburgh,PA,USA,8,19,2025-02-23T15:00:46.020538
Jurco,Tomas,RW,L,74,191,Saint John,QMJHL,1992-12-28,Kosice,,SVK,24,20,2025-02-23T15:00:46.020538
Jensen,Nicklas,RW,L,75,218,Oshawa,OHL,1993-03-06,Herning,,DNK,20,21,2025-02-23T15:00:46.020538
Biggs,Tyler,RW,R,74,221,USA U-18,USHL,1993-04-30,Binghamton,NY,USA,5,22,2025-02-23T15:00:46.020538
Miller,Jonathan,C,L,72,189,USA U-18,USHL,1993-03-14,East Palestine,OH,USA,13,23,2025-02-23T15:00:46.020538
Mayfield,Scott,D,R,76,203,Youngstown,USHL,1992-10-14,St. Louis,MO,USA,15,24,2025-02-23T15:00:46.020538
Murphy,Connor,D,R,76,203,USA U-18,USHL,1993-03-26,Boston,MA,USA,,25,2025-02-23T15:00:46.020538
Prince,Shane,C,L,71,192,Ottawa,OHL,1992-11-16,Rochester,NY,USA,35,26,2025-02-23T15:00:46.020538
Danault,Phillip,LW,L,73,198,Victoriaville,QMJHL,1993-02-24,Victoriaville,QC,CAN,23,27,2025-02-23T15:00:46.020538
Puempel,Matt,LW,L,73,205,Peterborough,OHL,1993-01-24,Windsor,ON,CAN,29,28,2025-02-23T15:00:46.020538
Khokhlachev,Alexander,C,L,71,196,Windsor,OHL,1993-09-09,Moscow,,RUS,45,29,2025-02-23T15:00:46.020538
Rakell,Rickard,RW,R,73,199,Plymouth,OHL,1993-05-05,Sundbyberg,,SWE,34,30,2025-02-23T15:00:46.020538
Ambroz,Seth,RW,R,74,209,Omaha,USHL,1993-04-03,New Prague,MN,USA,28,31,2025-02-23T15:00:46.020538
Grimaldi,Rocco,C,R,66,160,USA U-18,USHL,1993-02-08,Anaheim,CA,USA,25,32,2025-02-23T15:00:46.020538
Edmundson,Joel,D,L,76,208,Moose Jaw,WHL,1993-06-28,Brandon,MB,CAN,69,33,2025-02-23T15:00:46.020538
Lucia,Mario,LW,L,74,186,Wayzata,HIGH-MN,1993-08-25,Fairbanks,AK,USA,30,34,2025-02-23T15:00:46.020538
Noesen,Stefan,RW,R,72,187,Plymouth,OHL,1993-02-12,Plano,TX,USA,47,35,2025-02-23T15:00:46.020538
Ritchie,Brett,RW,R,76,212,Sarnia,OHL,1993-07-01,Orangeville,ON,CAN,57,36,2025-02-23T15:00:46.020538
Catenacci,Daniel,C,L,69,191,Sault Ste. Marie,OHL,1993-03-09,Newmarket,ON,CAN,43,37,2025-02-23T15:00:46.020538
Musil,David,D,L,75,211,Vancouver,WHL,1993-04-09,Calgary,AB,CAN,26,38,2025-02-23T15:00:46.020538
Bell,Myles,LW,R,73,212,Kelowna,WHL,1993-08-19,Calgary,AB,CAN,37,39,2025-02-23T15:00:46.020538
Wotherspoon,Tyler,D,L,74,209,Portland,WHL,1993-03-12,Burnaby,BC,CAN,33,40,2025-02-23T15:00:46.020538
Trocheck,Vincent,C,R,71,185,Saginaw,OHL,1993-07-11,Pittsburgh,PA,USA,42,41,2025-02-23T15:00:46.020538
Shaw,Logan,RW,R,76,196,Cape Breton,QMJHL,1992-10-05,Glace Bay,NS,CAN,52,42,2025-02-23T15:00:46.020538
Nieto,Matthew,LW,L,71,177,Boston University,H-EAST,1992-11-05,Long Beach,CA,USA,55,43,2025-02-23T15:00:46.020538
Oke,Scott,LW,L,75,203,,,1993-03-16,Montreal,QC,CAN,58,44,2025-02-23T15:00:46.020538
Clendening,Adam,D,R,71,187,Boston University,H-EAST,1992-10-26,Niagara Falls,NY,USA,61,45,2025-02-23T15:00:46.020538
Lessio,Lucas,LW,L,73,205,Oshawa,OHL,1993-01-23,Maple,ON,CAN,44,46,2025-02-23T15:00:46.020538
Tesink,Ryan,C,L,72,173,Saint John,QMJHL,1993-05-21,Saint John,NB,CAN,49,47,2025-02-23T15:00:46.020538
Welinski,Andy,D,R,74,192,Green Bay,USHL,1993-04-27,Duluth,MN,USA,103,48,2025-02-23T15:00:46.020538
Noebels,Marcel,LW,L,75,199,Seattle,WHL,1992-03-14,Tonisvorst,,DEU,48,49,2025-02-23T15:00:46.020538
Kuraly,Sean,C,L,74,192,Indiana,USHL,1993-01-20,Lewiston,NY,USA,56,50,2025-02-23T15:00:46.020538
Labate,Joseph,C,L,76,209,Holy Angels,HIGH-MN,1993-04-16,Burnsville,MN,USA,60,51,2025-02-23T15:00:46.020538
Reilly,Mike,D,L,71,159,Shattuck-St. Mary's,HIGH-MN,1993-07-13,Chicago,IL,USA,65,52,2025-02-23T15:00:46.020538
Percy,Stuart,D,L,73,194,Mississauga St. Michael's,OHL,1993-05-18,Oakville,ON,CAN,51,53,2025-02-23T15:00:46.020538
Sproul,Ryan,D,R,75,185,Sault Ste. Marie,OHL,1993-01-13,Mississauga,ON,CAN,124,54,2025-02-23T15:00:46.020538
Russo,Robbie,D,R,71,186,USA U-18,USHL,1993-02-15,Westmount,IL,USA,72,55,2025-02-23T15:00:46.020538
Shore,Nicholas,C,R,73,198,U. of Denver,WCHA,1992-09-26,Denver,CO,USA,38,56,2025-02-23T15:00:46.020538
Scarlett,Reece,D,R,72,185,Swift Current,WHL,1993-03-31,Edmonton,AB,CAN,50,57,2025-02-23T15:00:46.020538
Lowry,Adam,LW,L,77,203,Swift Current,WHL,1993-03-29,St. Louis,MO,USA,62,58,2025-02-23T15:00:46.020538
St. Croix,Michael,C,R,71,178,Edmonton,WHL,1993-04-10,Winnipeg,MB,CAN,36,59,2025-02-23T15:00:46.020538
Ouellet,Xavier,D,L,72,194,Montreal,QMJHL,1993-07-29,Bayonne,,FRA,39,60,2025-02-23T15:00:46.020538
Jacobs,Colin,C,R,74,209,Seattle,WHL,1993-01-20,Coppell,TX,USA,40,61,2025-02-23T15:00:46.020538
Le Sieur,Maximilien,RW,R,72,200,,,1992-09-27,Montreal,QC,CAN,53,62,2025-02-23T15:00:46.020538
Cramarossa,Joseph,C,L,73,192,Mississauga St. Michael's,OHL,1992-10-26,Toronto,ON,CAN,68,63,2025-02-23T15:00:46.020538
Brassard,Austen,RW,R,74,207,Belleville,OHL,1993-01-14,Windsor,ON,CAN,88,64,2025-02-23T15:00:46.020538
Archambault,Olivier,LW,L,72,190,Val d'Or,QMJHL,1993-02-16,Le Gardeur,QC,CAN,41,65,2025-02-23T15:00:46.020538
Ewanyk,Travis,LW,L,73,198,Edmonton,WHL,1993-03-29,North Vancouver,BC,CAN,70,66,2025-02-23T15:00:46.020538
Racine,Jonathan,D,L,74,195,Shawinigan,QMJHL,1993-05-28,Montreal,QC,CAN,91,67,2025-02-23T15:00:46.020538
Lockhart,Luke,RW,R,70,184,KUNLUN RED STAR,RUSSIA,1992-11-01,Burnaby,BC,CAN,73,68,2025-02-23T15:00:46.020538
Yuen,Zachary,D,L,72,195,Tri-City,WHL,1993-03-03,Vancouver,BC,CAN,87,69,2025-02-23T15:00:46.020538
Larraza,Zac,LW,L,74,194,USA U-18,USHL,1993-02-25,Scottsdale,AZ,USA,98,70,2025-02-23T15:00:46.020538
Cousins,Nick,C,L,70,177,Sault Ste. Marie,OHL,1993-07-20,Belleville,ON,CAN,76,71,2025-02-23T15:00:46.020538
Quine,Alan,C,L,73,205,Belleville,OHL,1993-02-25,Belleville,ON,CAN,64,72,2025-02-23T15:00:46.020538
Rieder,Tobias,C,L,71,197,Kitchener,OHL,1993-01-10,Landshut,,DEU,74,73,2025-02-23T15:00:46.020538
Hudon,Philippe,C/RW,R,73,209,Choate-Rosemary,HIGH-CT,1993-04-15,Montreal,QC,CAN,31,74,2025-02-23T15:00:46.020538
Sullivan,Colin,D,R,72,196,Avon Old Farms H.S.,HIGH-CT,1993-03-26,Milford,CT,USA,66,75,2025-02-23T15:00:46.020538
Koudys,Patrick,D,L,74,198,Rensselaer,ECAC,1992-11-15,Hamilton,ON,CAN,71,76,2025-02-23T15:00:46.020538
St. Clair,Colten,C,R,70,190,,,1992-11-22,Chandler,AZ,USA,83,77,2025-02-23T15:00:46.020538
Camara,Anthony,LW,L,72,195,Saginaw,OHL,1993-09-04,Toronto,ON,CAN,86,78,2025-02-23T15:00:46.020538
Meurs,Garrett,C,R,70,169,Plymouth,OHL,1993-01-12,Wingham,ON,CAN,79,79,2025-02-23T15:00:46.020538
